IL,STATE REPRESENTATIVE,State Representative,
IL,REPRESENTATIVE,State Representative,
IL,STATE SENATOR,State Senator,
#,,,
# == Indiana ===================================================================,,,
IN,GOVERNOR,Governor,
IN,LT. GOVERNOR,Lt. Governor,
IN,ATTORNEY GENERAL,Attorney General,
IN,SECRETARY OF STATE,Secretary of State,
IN,STATE AUDITOR,State Auditor,
IN,STATE TREASURER,State Treasurer,
IN,STATE REPRESENTATIVE,State Representative,
IN,STATE SENATOR,State Senator,
#,,,
# == Iowa ======================================================================,,,
IA,State House,State Representative,
IA,State Senate,State Senator,
#,,,
# == Kansas ====================================================================,,,
# KS data includes heavy OCR noise from scanned filings. Many variants of,,,
# House and Senate are mapped here. Truly unreadable garbage (1-record OCR,,,
# artifacts) are left unmapped.,,,
KS,GOVERNOR,Governor,
KS,ATTORNEY GENERAL,Attorney General,
KS,SECRETARY OF STATE,Secretary of State,
KS,STATE TREASURER,State Treasurer,
KS,INSURANCE COMMISSIONER,Commissioner of Insurance,
# KS House / State Representative variants,,,
KS,HOUSE,State Representative,
KS,HOUSE OF REP,State Representative,
KS,HOUSE OF REPRESENATIVES,State Representative,
KS,HOUSE OF REPRESENTATIVE,State Representative,
KS,HOUSE OF REPRESENTATIVES,State Representative,
KS,HOUSE OF REPRESENTATIVES _,State Representative,
KS,HOUSE OF REPRESENTATIVESX,State Representative,
KS,KANSAS HOUSE,State Representative,
KS,KANSAS HOUSE REPRESENTATIVE,State Representative,
KS,KANSAS HOUSE OF REPRESENTATIVES,State Representative,
KS,KANSAS HOUSE OF REPS,State Representative,
KS,KANSAS HOUSE OF REPS.,State Representative,
KS,KANSAS REPRESENTATIVE,State Representative,
KS,KANSAS STATE REPRESENTATIVE,State Representative,
KS,KS HOUSE OF REPRESENTATIVES,State Representative,
KS,KS STATE REPRESENTATIVE,State Representative,
KS,REPRESENTATIVE,State Representative,
KS,REPRESENTATIVE - KANSAS HOUSE,State Representative,
KS,REPRESENTATIVE -KANSAS HOUSE,State Representative,
KS,REPRESENTATIVE _,State Representative,
KS,SLATE REPRESENTATIVE,State Representative,
KS,STA.TE REPRESENTATIVE,State Representative,
KS,STATE REPRESENTATIVE,State Representative,
KS,STATE REPRESENTATIVE _,State Representative,
KS,STATE REPRESENTATIVE, 118TH,State Representative
# KS Senate / State Senator variants,,,
KS,SENATE,State Senator,
KS,SENATE _,State Senator,
KS,SENATE.,State Senator,
KS,KANSAS SENATE,State Senator,
KS,KANSAS STATE SENATE,State Senator,
KS,STATE SENATE,State Senator,
KS,STATE SENATE _,State Senator,
KS,STATE SENATOR,State Senator,
KS,DISTRICT ATTORNEY,County Prosecutor,
KS,STATE BOARD OF EDUCATION,State Board of Education,
KS,SUPREME COURT JUDGE,State Supreme Court Justice,
KS,COURT OF APPEALS JUDGE,Court of Appeals Judge,
KS,DISTRICT COURT JUDGE,District Court Judge,
KS,DISTRICT MAGISTRATE JUDGE,District Court Judge,
#,,,
# == Kentucky ==================================================================,,,
"# KY Governor and Lt. Governor run as a joint ticket (""slate"") and file as a",,,
# single combined campaign committee. Their contributions are reported to the,,,
# slate committee, not to individual officeholder accounts.,,
KY,SLATE,Governor/Lt. Governor Ticket,
KY,GOVERNOR,Governor,
KY,LT. GOVERNOR,Lt. Governor,
KY,ATTORNEY GENERAL,Attorney General,
KY,SECRETARY OF STATE,Secretary of State,
KY,STATE TREASURER,State Treasurer,
KY,AUDITOR OF PUBLIC ACCOUNTS,State Auditor,
KY,AGRICULTURE COMMISSIONER,Commissioner of Agriculture,
KY,COMMISSIONER OF AGRICULTURE,Commissioner of Agriculture,
KY,STATE REPRESENTATIVE,State Representative,
KY,STATE SENATOR (ODD),State Senator,
KY,STATE SENATOR (EVEN),State Senator,
KY,MAYOR (J2),Mayor,
KY,CITY COMMISSIONER (J),City Commissioner,
#,,,
# == Maine =====================================================================,,,
ME,Representative,State Representative,
ME,Senator,State Senator,
#,,,
# == Maryland ==================================================================,,,
# MD Governor and Lt. Governor run together on a joint ticket.,,,
MD,Governor,Governor,
MD,Lieutenant Governor,Lt. Governor,
MD,Governor/Lieutenant Governor,Governor/Lt. Governor Ticket,
MD,Attorney General,Attorney General,
MD,Comptroller,State Comptroller,
MD,House of Delegates,State Representative,
MD,State Senator,State Senator,
#,,,
# == Massachusetts =============================================================,,,
MA,House,State Representative,
MA,Senate,State Senator,
#,,,
# == Michigan ==================================================================,,,
MI,Governor,Governor,
MI,Lt. Governor,Lt. Governor,
MI,Attorney General,Attorney General,
MI,Secretary of State,Secretary of State,
MI,Representative in State Legislature,State Representative,
MI,State Senator,State Senator,
#,,,
# == Washington ==================================================================,,,
# Top offices by contribution volume (statewide  legislative and the most,,,
"# common county/city offices) — WA's ""office"" field is otherwise a long",,,
# freeform tail of local titles (port/school/fire/hospital district,,,
"# commissioners, etc.) not worth enumerating exhaustively; unmapped values",,,
# simply pass through uncanonicalized.,,,
WA,GOVERNOR,Governor,
WA,LIEUTENANT GOVERNOR,Lt. Governor,
WA,ATTORNEY GENERAL,Attorney General,
WA,SECRETARY OF STATE,Secretary of State,
WA,STATE TREASURER,State Treasurer,
WA,STATE AUDITOR,State Auditor,
WA,PUBLIC LANDS COMMISSIONER,Commissioner of Public Lands,
WA,INSURANCE COMMISSIONER,Commissioner of Insurance,
WA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Superintendent of Public Instruction,
WA,PUBLIC UTILITY COMMISSIONER,Public Utility Commissioner,
WA,STATE REPRESENTATIVE,State Representative,
WA,STATE SENATOR,State Senator,
WA,STATE SUPREME COURT JUSTICE,State Supreme Court Justice,
WA,APPEALS COURT JUDGE,Court of Appeals Judge,
WA,SUPERIOR COURT JUDGE,Superior Court Judge,
WA,DISTRICT COURT JUDGE,District Court Judge,
WA,MUNICIPAL COURT JUDGE,Municipal Court Judge,
WA,MAYOR,Mayor,
WA,CITY COUNCIL MEMBER,City Council Member,
WA,CITY COUNCIL PRESIDENT,City Council President,
WA,CITY ATTORNEY,City Attorney,
WA,COUNTY COUNCIL MEMBER,County Council Member,
WA,COUNTY COMMISSIONER,County Commissioner,
WA,COUNTY EXECUTIVE,County Executive,
WA,COUNTY SHERIFF,County Sheriff,
WA,COUNTY PROSECUTOR,County Prosecutor,
WA,COUNTY AUDITOR,County Auditor,
WA,COUNTY ASSESSOR,County Assessor,
WA,COUNTY TREASURER,County Treasurer,
WA,COUNTY CLERK,County Clerk,
WA,PORT COMMISSIONER,Port Commissioner,
WA,SCHOOL DIRECTOR,School Director,
# == South Carolina ============================================================,,,
"# SC office strings come from the portal's free-text Office Run field, which glues",,,
# the district onto the office (SC Senate District 10; School Board Trustee,,,
# District GREENVILLE). Those district-suffixed forms are handled by LIKE patterns,,,
# in aggregate.py; only the exact statewide/county titles need rows here. Values,,,
# are uppercased by the parser via utils.clean_name.,,,
SC,GOVERNOR,Governor,
SC,LIEUTENANT GOVERNOR,Lt. Governor,
SC,LT. GOVERNOR,Lt. Governor,
SC,ATTORNEY GENERAL,Attorney General,
SC,SECRETARY OF STATE,Secretary of State,
SC,STATE TREASURER,State Treasurer,
SC,TREASURER,State Treasurer,
SC,COMPTROLLER GENERAL,State Comptroller,
SC,SUPERINTENDENT OF EDUCATION,Commissioner of Education,
SC,STATE SUPERINTENDENT OF EDUCATION,Commissioner of Education,
SC,COMMISSIONER OF AGRICULTURE,Commissioner of Agriculture,
SC,ADJUTANT GENERAL,Adjutant General,
SC,SHERIFF,County Sheriff,
SC,CORONER,County Coroner,
SC,PROBATE JUDGE,Probate Judge,
SC,CLERK OF COURT,County Clerk,
SC,AUDITOR,County Auditor,
SC,COUNTY AUDITOR,County Auditor,
SC,COUNTY TREASURER,County Treasurer,
SC,COUNTY COUNCIL,County Council,
SC,SOLICITOR,Solicitor,
SC,MAYOR,Mayor,
# == New Mexico ==============================================================,,,
# Office values as they appear on the CFIS candidate search screens.,,,
NM,Governor,Governor,
NM,Lieutenant Governor,Lt. Governor,
NM,Attorney General,Attorney General,
NM,Secretary of State,Secretary of State,
NM,State Auditor,State Auditor,
NM,State Treasurer,State Treasurer,
NM,Commissioner of Public Lands,Commissioner of Public Lands,
NM,State Representative,State Representative,
NM,State Senator,State Senator,
NM,Justice of the Supreme Court,State Supreme Court Justice,
NM,Judge of the Court of Appeals,Court of Appeals Judge,
NM,District Court Judge,District Court Judge,
# Bernalillo's Metropolitan Court is NM's municipal-level trial court; the,,,
# Los Alamos municipal bench is the only other one that elects directly.,,,
NM,Judge of the Metropolitan Court,Municipal Court Judge,
NM,Municipal Judge (Los Alamos ONLY),Municipal Court Judge,
# Magistrate and probate benches have no equivalent in the existing canonical,,,
"# set and aren't the same thing as a district or municipal court, so they get",,,
# their own labels rather than being folded into a nearby one.,,,
NM,Magistrate Judge,Magistrate Judge,
NM,Probate Judge,Probate Judge,
NM,County Commissioner,County Commissioner,
NM,County Council,County Council Member,
NM,County Sheriff,County Sheriff,
NM,County Assessor,County Assessor,
NM,County Clerk,County Clerk,
NM,County Treasurer,County Treasurer,
"# The Public Education Commission is a separately elected statewide body, not",,,
# a local school board and not the appointed education secretary.,,,
NM,Public Education Commissioner,Public Education Commissioner,
NM,School Board Member,School Board Member,
# == Tennessee =================================================================,,,
# The complete Office Sought list from TNCAMP's own candidate-search dropdown,,,
# (apps.tn.gov/tncamp/public/cpsearch.htm) — TN offers no other values.,,,
TN,Governor,Governor,
TN,Senate,State Senator,
TN,House of Representatives,State Representative,
TN,Supreme Court,State Supreme Court Justice,
TN,Court of Appeals,Court of Appeals Judge,
TN,Court of Criminal Appeals,Court of Appeals Judge,
TN,Circuit Court,Superior Court Judge,
TN,Criminal Court,Superior Court Judge,
TN,Chancery Court,Superior Court Judge,
TN,Probate Court,Superior Court Judge,
TN,District Attorney,County Prosecutor,
TN,Public Defender,,
# == New York ==================================================================,,,
# NYSBOE's office_desc from the filer registry. NY registers county and,,,
"# municipal candidates alongside state ones, so this list is long and heavily",,,
# local; the entries below cover the statewide/legislative offices plus the,,,
# highest-volume local ones (each 400+ registrations). Values not listed fall,,,
# through to a NULL canonical_office rather than being force-fit.,,,
NY,Governor,Governor,
NY,Lieutenant Governor,Lt. Governor,
NY,Attorney General,Attorney General,
NY,Comptroller,State Comptroller,
NY,State Senator,State Senator,
NY,Member of Assembly,State Representative,
NY,Supreme Court Justice,State Supreme Court Justice,
NY,Justice,,
NY,Town Justice,,
NY,Mayor,Mayor,
NY,City Council,City Council Member,
NY,Council Member,City Council Member,
NY,Councilman,City Council Member,
NY,County Legislator,County Council Member,
NY,Supervisor,,
NY,Town Supervisor,,
NY,Town Council,,
NY,Town Board,,
NY,Town Clerk,County Clerk,
NY,Clerk,County Clerk,
NY,Trustee,,
NY,Superintendent of Highways,,
NY,Highway Superintendent,,
NY,State Committee,,
# == Texas =====================================================================,,,
# The complete office-code list from TEC's own CFS-Codes.txt. These are raw,,,
"# codes, not labels — TX candidates.office holds the code (STATEREP), which is",,,
# what TEC puts in candidateSeekOfficeCd / ctaSeekOfficeCd.,,,
TX,GOVERNOR,Governor,
TX,LTGOVERNOR,Lt. Governor,
TX,ATTYGEN,Attorney General,
TX,COMPTROLLER,State Comptroller,
TX,LANDCOMM,Commissioner of Public Lands,
TX,AGRICULTUR,Commissioner of Agriculture,
TX,SOS,Secretary of State,
TX,RRCOMM,Public Utility Commissioner,
TX,RRCOMM_UNEXPIRED,Public Utility Commissioner,
TX,STATEREP,State Representative,
TX,STATESEN,State Senator,
TX,STATEEDU,State Board of Education,
TX,CHIEFJUSTICE_SC,State Supreme Court Justice,
TX,JUSTICE_SC,State Supreme Court Justice,
TX,PRESIDINGJUDGE_COCA,State Supreme Court Justice,
TX,JUDGE_COCA,State Supreme Court Justice,
TX,CHIEFJUSTICE_COA,Court of Appeals Judge,
TX,JUSTICE_COA,Court of Appeals Judge,
TX,JUDGEDIST,Superior Court Judge,
TX,JUDGEDIST_MULTI,Superior Court Judge,
TX,JUDGEDIST_FAMILY,Superior Court Judge,
TX,JUDGE_BUS,Superior Court Judge,
TX,CRIMINAL_JUDGEDIST,Superior Court Judge,
TX,CRIMINAL_JUDGEDIST_DAL,Superior Court Judge,
TX,CRIMINAL_JUDGEDIST_JEF,Superior Court Judge,
TX,CRIMINAL_JUDGEDIST_TAR,Superior Court Judge,
TX,JUDGESTATCO,County Court Judge,
TX,COL_MULTI_1,County Court Judge,
TX,COL_MULTI_2,County Court Judge,
TX,DISTATTY,County Prosecutor,
TX,DISTATTY_MULTI,County Prosecutor,
TX,CRIMINAL_DISTATTY,County Prosecutor,
"# Party officers, senior (retired, assignable) judges, and the catch-alls have",,,
# no cross-state equivalent — left blank rather than forced into a bucket.,,,
TX,STATE_CHAIR,,
TX,PARTYCHAIRCO,,
TX,JUDGE_SENIOR,,
TX,OTHER,,
TX,NONE,,
# == New Mexico ==============================================================,,,
# Office values as they appear on the CFIS candidate search screens.,,,
NM,Governor,Governor,
NM,Lieutenant Governor,Lt. Governor,
NM,Attorney General,Attorney General,
NM,Secretary of State,Secretary of State,
NM,State Auditor,State Auditor,
NM,State Treasurer,State Treasurer,
NM,Commissioner of Public Lands,Commissioner of Public Lands,
NM,State Representative,State Representative,
NM,State Senator,State Senator,
NM,Justice of the Supreme Court,State Supreme Court Justice,
NM,Judge of the Court of Appeals,Court of Appeals Judge,
NM,District Court Judge,District Court Judge,
# Bernalillo's Metropolitan Court is NM's municipal-level trial court; the,,,
# Los Alamos municipal bench is the only other one that elects directly.,,,
NM,Judge of the Metropolitan Court,Municipal Court Judge,
NM,Municipal Judge (Los Alamos ONLY),Municipal Court Judge,
# Magistrate and probate benches have no equivalent in the existing canonical,,,
"# set and aren't the same thing as a district or municipal court, so they get",,,
# their own labels rather than being folded into a nearby one.,,,
NM,Magistrate Judge,Magistrate Judge,
NM,Probate Judge,Probate Judge,
NM,County Commissioner,County Commissioner,
NM,County Council,County Council Member,
NM,County Sheriff,County Sheriff,
NM,County Assessor,County Assessor,
NM,County Clerk,County Clerk,
NM,County Treasurer,County Treasurer,
"# The Public Education Commission is a separately elected statewide body, not",,,
# a local school board and not the appointed education secretary.,,,
NM,Public Education Commissioner,Public Education Commissioner,
NM,School Board Member,School Board Member,
MO,Governor,Governor,
MO,Lieutenant Governor,Lt. Governor,
MO,Secretary of State,Secretary of State,
MO,State Treasurer,State Treasurer,
MO,State Auditor,State Auditor,
MO,Attorney General,Attorney General,
MO,State Senator,State Senator,
MO,State Representative,State Representative,
# == Vermont ===================================================================,,,
VT,GOVERNOR,Governor,
VT,LIEUTENANT GOVERNOR,Lt. Governor,
VT,SECRETARY OF STATE,Secretary of State,
VT,STATE TREASURER,State Treasurer,
VT,TREASURER,State Treasurer,
VT,AUDITOR OF ACCOUNTS,State Auditor,
VT,ATTORNEY GENERAL,Attorney General,
VT,STATE SENATOR,State Senator,
VT,STATE SENATE,State Senator,
VT,STATE REPRESENTATIVE,State Representative,
VT,HOUSE OF REPRESENTATIVES,State Representative,
VT,U.S. SENATOR,U.S. Senator,
VT,US SENATOR,U.S. Senator,
VT,U.S. REPRESENTATIVE,U.S. Representative,
VT,US REPRESENTATIVE,U.S. Representative,
VT,STATE'S ATTORNEY,County Prosecutor,
VT,STATES ATTORNEY,County Prosecutor,
"# Vermont's common local offices. Selectperson is the town-level executive",,,
"# board seat (VT's equivalent of a town councillor); listed explicitly so the",,,
# mapping is intentional rather than falling through to an identity match.,,,
VT,CITY COUNCILOR,City Council Member,
VT,SELECTPERSON,City Council Member,
VT,SELECTBOARD,City Council Member,
VT,SCHOOL DIRECTOR,School Director,
VT,MAYOR,Mayor,
VT,SCHOOL COMMISSIONER,School Director,
VT,CITY CLERK,City Clerk,
VT,TOWN CLERK,City Clerk,
VT,LISTER,,
VT,MODERATOR,,
VT,SHERIFF,County Sheriff,
VT,ASSISTANT JUDGE,County Court Judge,
VT,PROBATE JUDGE,County Court Judge,
"# Vermont-specific county offices with no cross-state equivalent. High bailiff",,,
"# is a county officer empowered to arrest the sheriff; justice of the peace is",,,
# an elected town officer sitting on the board of civil authority. Left blank,,,
# rather than forced into a bucket that would mislead a cross-state query.,,,
VT,HIGH BAILIFF,,
VT,JUSTICE OF THE PEACE,,
VT,LOCAL,,
VT,OTHER,,
